-1.0	-1.0	0.0
-1.0	-0.9797979797979798	-0.009134177085132441
-1.0	-0.9595959595959596	-0.019661805778716828
-1.0	-0.9393939393939394	-0.031490261388585884
-1.0	-0.9191919191919192	-0.04452582491906059
-1.0	-0.898989898989899	-0.05867441728747521
-1.0	-0.8787878787878788	-0.07384227285657421
-1.0	-0.8585858585858586	-0.08993655201825707
-1.0	-0.8383838383838383	-0.1068658931452715
-1.0	-0.8181818181818182	-0.12454090474332458
-1.0	-0.797979797979798	-0.14287459908838124
-1.0	-0.7777777777777778	-0.1617827690248829
-1.0	-0.7575757575757576	-0.18118430993296625
-1.0	-0.7373737373737373	-0.20100148914954624
-1.0	-0.7171717171717171	-0.22116016535272973
-1.0	-0.696969696969697	-0.2415899605950106
-1.0	-0.6767676767676768	-0.2622243878017784
-1.0	-0.6565656565656566	-0.2830009366416511
-1.0	-0.6363636363636364	-0.3038611207278326
-1.0	-0.6161616161616161	-0.3247504891288911
-1.0	-0.5959595959595959	-0.34561860515678233
-1.0	-0.5757575757575758	-0.36641899536323436
-1.0	-0.5555555555555556	-0.3871090716162471
-1.0	-0.5353535353535354	-0.407650029049794
-1.0	-0.5151515151515151	-0.42800672258499933
-1.0	-0.494949494949495	-0.44814752461307006
-1.0	-0.47474747474747475	-0.46804416631187873
-1.0	-0.45454545454545453	-0.4876715649418614
-1.0	-0.43434343434343436	-0.5070076393352031
-1.0	-0.41414141414141414	-0.5260331156572492
-1.0	-0.3939393939393939	-0.5447313253826656
-1.0	-0.37373737373737376	-0.5630879972928032
-1.0	-0.35353535353535354	-0.581091045166535
-1.0	-0.3333333333333333	-0.5987303527058879
-1.0	-0.31313131313131315	-0.6159975571112493
-1.0	-0.29292929292929293	-0.6328858325997702
-1.0	-0.2727272727272727	-0.6493896750456756
-1.0	-0.25252525252525254	-0.6655046888131725
-1.0	-0.23232323232323232	-0.6812273767520802
-1.0	-0.21212121212121213	-0.6965549342335876
-1.0	-0.1919191919191919	-0.711485048018954
-1.0	-0.1717171717171717	-0.726015700677685
-1.0	-0.15151515151515152	-0.7401449812037979
-1.0	-0.13131313131313133	-0.753870902419214
-1.0	-0.1111111111111111	-0.7671912257019631
-1.0	-0.09090909090909091	-0.7801032935335712
-1.0	-0.0707070707070707	-0.7926038703244459
-1.0	-0.050505050505050504	-0.8046889919479567
-1.0	-0.030303030303030304	-0.8163538243928319
-1.0	-0.010101010101010102	-0.8275925319290071
-1.0	0.010101010101010102	-0.8383981551736668
-1.0	0.030303030303030304	-0.8487624994413733
-1.0	0.050505050505050504	-0.8586760337642735
-1.0	0.0707070707070707	-0.8681278009747924
-1.0	0.09090909090909091	-0.8771053392532697
-1.0	0.1111111111111111	-0.8855946155559753
-1.0	0.13131313131313133	-0.8935799713540824
-1.0	0.15151515151515152	-0.901044081130714
-1.0	0.1717171717171717	-0.9079679241002704
-1.0	0.1919191919191919	-0.9143307696310577
-1.0	0.21212121212121213	-0.920110176867868
-1.0	0.23232323232323232	-0.9252820090647076
-1.0	0.25252525252525254	-0.9298204631483852
-1.0	0.2727272727272727	-0.9336981150401878
-1.0	0.29292929292929293	-0.9368859812644011
-1.0	0.31313131313131315	-0.9393535973679676
-1.0	0.3333333333333333	-0.9410691136640924
-1.0	0.35353535353535354	-0.9419994087930816
-1.0	0.37373737373737376	-0.9421102215650923
-1.0	0.3939393939393939	-0.9413663015107622
-1.0	0.41414141414141414	-0.9397315785158672
-1.0	0.43434343434343436	-0.9371693518542235
-1.0	0.45454545454545453	-0.9336424988580719
-1.0	0.47474747474747475	-0.9291137033762465
-1.0	0.494949494949495	-0.9235457040666951
-1.0	0.5151515151515151	-0.91690156245064
-1.0	0.5353535353535354	-0.9091449505201663
-1.0	0.5555555555555556	-0.9002404575387687
-1.0	0.5757575757575758	-0.8901539155049607
-1.0	0.5959595959595959	-0.8788527425622139
-1.0	0.6161616161616161	-0.8663063034341631
-1.0	0.6363636363636364	-0.8524862857423556
-1.0	0.6565656565656566	-0.8373670908251791
-1.0	0.6767676767676768	-0.8209262374216376
-1.0	0.696969696969697	-0.8031447763132481
-1.0	0.7171717171717171	-0.784007713732748
-1.0	0.7373737373737373	-0.7635044410510934
-1.0	0.7575757575757576	-0.7416291679463272
-1.0	0.7777777777777778	-0.7183813559416117
-1.0	0.797979797979798	-0.6937661488777876
-1.0	0.8181818181818182	-0.6677947965613937
-1.0	0.8383838383838383	-0.6404850675057467
-1.0	0.8585858585858586	-0.611861646364514
-1.0	0.8787878787878788	-0.5819565113487046
-1.0	0.898989898989899	-0.5508092866241537
-1.0	0.9191919191919192	-0.5184675644128153
-1.0	0.9393939393939394	-0.484987191273374
-1.0	0.9595959595959596	-0.45043251282115626
-1.0	0.9797979797979798	-0.4148765709707286
-1.0	1.0	-0.3784012476539641
-0.9797979797979798	-1.0	0.014406991416504441
-0.9797979797979798	-0.9797979797979798	0.007863979094656215
-0.9797979797979798	-0.9595959595959596	-0.00017670006569412862
-0.9797979797979798	-0.9393939393939394	-0.009628657145224864
-0.9797979797979798	-0.9191919191919192	-0.020403421870576668
-0.9797979797979798	-0.898989898989899	-0.03241121182198964
-0.9797979797979798	-0.8787878787878788	-0.045561645035535225
-0.9797979797979798	-0.8585858585858586	-0.05976439504606445
-0.9797979797979798	-0.8383838383838383	-0.07492978803403799
-0.9797979797979798	-0.8181818181818182	-0.0909693422940402
-0.9797979797979798	-0.797979797979798	-0.10779625073595873
-0.9797979797979798	-0.7777777777777778	-0.12532580756309156
-0.9797979797979798	-0.7575757575757576	-0.1434757806469298
-0.9797979797979798	-0.7373737373737373	-0.1621667314385627
-0.9797979797979798	-0.7171717171717171	-0.18132228452444873
-0.9797979797979798	-0.696969696969697	-0.20086934915283144
-0.9797979797979798	-0.6767676767676768	-0.22073829522969177
-0.9797979797979798	-0.6565656565656566	-0.2408630864133043
-0.9797979797979798	-0.6363636363636364	-0.2611813730277551
-0.9797979797979798	-0.6161616161616161	-0.28163454757175765
-0.9797979797979798	-0.5959595959595959	-0.30216776562333625
-0.9797979797979798	-0.5757575757575758	-0.3227299349369294
-0.9797979797979798	-0.5555555555555556	-0.34327367550059507
-0.9797979797979798	-0.5353535353535354	-0.36375525327056984
-0.9797979797979798	-0.5151515151515151	-0.38413449023158097
