1400.0	1133.3333333333333	-2368.4210526315787	1.0	42.0	1.3356220000000008
1600.0	1755.5555555555557	-2368.4210526315787	1.0	7.5	1.530704
1800.0	1133.3333333333333	-1421.0526315789473	-1.0	20.0	1.1695840000000004
600.0	822.2222222222222	-473.6842105263158	-1.0	25.0	0.8866629999999986
1000.0	1133.3333333333333	-1421.0526315789473	1.0	51.0	1.4529909999999973
1000.0	1755.5555555555557	7105.263157894737	1.0	15.0	1.3796269999999993
1400.0	1444.4444444444443	2368.4210526315787	1.0	39.0	1.496697999999995
1600.0	1133.3333333333333	2368.4210526315787	1.0	20.0	1.1364859999999908
1800.0	2066.6666666666665	-7105.263157894737	-1.0	12.5	1.74078200000001
1000.0	1755.5555555555557	7105.263157894737	-1.0	12.5	1.363826000000003
1000.0	2066.6666666666665	-5210.526315789473	-1.0	5.0	1.4828629999999947
600.0	822.2222222222222	-2368.4210526315787	-1.0	7.5	0.7436009999999982
1000.0	1133.3333333333333	-4263.1578947368425	-1.0	15.0	1.2874539999999968
1200.0	1755.5555555555557	-1421.0526315789473	1.0	36.0	1.6842129999999997
1600.0	1444.4444444444443	-3315.7894736842104	1.0	17.5	1.378231999999997
1800.0	1444.4444444444443	1421.0526315789473	1.0	54.0	1.7599250000000097
1400.0	1444.4444444444443	2368.4210526315787	-1.0	30.0	1.4598140000000086
800.0	822.2222222222222	-1421.0526315789473	1.0	10.0	0.8762749999999926
800.0	1444.4444444444443	-4263.1578947368425	1.0	10.0	1.4515379999999993
800.0	1444.4444444444443	-473.6842105263158	1.0	10.0	1.3224870000000095
600.0	1444.4444444444443	1421.0526315789473	-1.0	22.5	1.3506119999999981
1800.0	1755.5555555555557	-4263.1578947368425	1.0	12.5	1.554744999999997
2000.0	1755.5555555555557	-4263.1578947368425	1.0	45.0	1.820405000000008
400.0	1133.3333333333333	-3315.7894736842104	1.0	10.0	1.2205629999999985
600.0	1755.5555555555557	-1421.0526315789473	-1.0	15.0	1.459341000000009
1000.0	1133.3333333333333	-2368.4210526315787	-1.0	25.0	1.1010830000000027
1200.0	1444.4444444444443	-4263.1578947368425	1.0	5.0	1.5197949999999878
2000.0	1755.5555555555557	9000.0	-1.0	30.0	1.5337549999999993
1200.0	1133.3333333333333	1421.0526315789473	1.0	45.0	1.3556749999999909
1400.0	1755.5555555555557	-3315.7894736842104	-1.0	5.0	1.4011429999999905
1800.0	1133.3333333333333	473.6842105263158	-1.0	30.0	1.2698180000000008
1800.0	2066.6666666666665	-7105.263157894737	1.0	7.5	2.1161810000000116
2000.0	1755.5555555555557	-5210.526315789473	1.0	25.0	1.645834999999991
1600.0	1133.3333333333333	-5210.526315789473	1.0	22.5	2.319417999999999
1400.0	1444.4444444444443	1421.0526315789473	1.0	54.0	1.7462330000000037
1400.0	1444.4444444444443	5210.526315789473	1.0	20.0	1.264534999999995
1800.0	1133.3333333333333	-473.6842105263158	-1.0	27.5	1.2250799999999913
800.0	1755.5555555555557	-2368.4210526315787	-1.0	5.0	1.4038809999999984
800.0	2066.6666666666665	-7105.263157894737	1.0	10.0	2.5593279999999936
1400.0	511.1111111111111	-3315.7894736842104	1.0	27.5	1.2087959999999924
1800.0	1133.3333333333333	-1421.0526315789473	-1.0	22.5	1.1807249999999954
2000.0	511.1111111111111	-3315.7894736842104	1.0	12.5	0.795425999999992
1800.0	1755.5555555555557	8052.631578947368	1.0	20.0	1.3388219999999933
2000.0	1133.3333333333333	-4263.1578947368425	1.0	17.5	1.28416
1600.0	1755.5555555555557	-2368.4210526315787	-1.0	17.5	1.4912810000000007
1600.0	1755.5555555555557	-1421.0526315789473	1.0	20.0	1.5514050000000026
1000.0	1133.3333333333333	-3315.7894736842104	-1.0	5.0	0.9661880000000025
600.0	1755.5555555555557	-6157.894736842105	-1.0	3.0	1.077132000000006
1400.0	2066.6666666666665	-6157.894736842105	-1.0	3.0	1.3811429999999945
800.0	1755.5555555555557	-5210.526315789473	-1.0	3.0	1.2027960000000064
1400.0	1755.5555555555557	-5210.526315789473	-1.0	3.0	1.2509119999999996
1600.0	1755.5555555555557	-4263.1578947368425	-1.0	3.0	1.3539710000000014
1800.0	822.2222222222222	-3315.7894736842104	-1.0	3.0	0.7178850000000097
1000.0	1133.3333333333333	-3315.7894736842104	-1.0	3.0	0.8960660000000047
1400.0	1755.5555555555557	-3315.7894736842104	-1.0	3.0	1.4056870000000004
1000.0	1133.3333333333333	-2368.4210526315787	-1.0	3.0	0.9995750000000072
1000.0	1755.5555555555557	-2368.4210526315787	-1.0	3.0	1.4392250000000075
1200.0	1755.5555555555557	-2368.4210526315787	-1.0	3.0	1.448724999999996
400.0	822.2222222222222	-1421.0526315789473	-1.0	3.0	0.7560319999999905
800.0	1444.4444444444443	1421.0526315789473	-1.0	3.0	1.3772459999999995
800.0	1444.4444444444443	2368.4210526315787	-1.0	3.0	1.3842610000000093
1800.0	2066.6666666666665	-8052.631578947368	1.0	3.0	5.423427000000004
1200.0	1755.5555555555557	-7105.263157894737	1.0	3.0	11.529849200000001
1200.0	1444.4444444444443	-5210.526315789473	1.0	3.0	2.652118999999999
1400.0	1755.5555555555557	-4263.1578947368425	1.0	3.0	1.7591880000000089
1600.0	1755.5555555555557	-3315.7894736842104	1.0	3.0	1.6956799999999959
1000.0	822.2222222222222	-2368.4210526315787	1.0	3.0	1.056274000000002
600.0	511.1111111111111	-1421.0526315789473	1.0	3.0	0.6491670000000056
400.0	1755.5555555555557	-473.6842105263158	1.0	3.0	1.6157429999999948
2000.0	1133.3333333333333	3315.7894736842104	1.0	3.0	1.2365139999999997
800.0	1755.5555555555557	9000.0	1.0	3.0	1.634280000000004
1000.0	2066.6666666666665	-6157.894736842105	-1.0	4.0	1.4193819999999988
800.0	2066.6666666666665	-5210.526315789473	-1.0	4.0	1.4516810000000078
1000.0	2066.6666666666665	-5210.526315789473	-1.0	4.0	1.4599989999999963
800.0	1755.5555555555557	-4263.1578947368425	-1.0	4.0	1.3136120000000062
1400.0	1755.5555555555557	-4263.1578947368425	-1.0	4.0	1.3505410000000069
600.0	2066.6666666666665	-4263.1578947368425	-1.0	4.0	1.4911979999999971
